week,port,region,shipping_mode,avg_wait_days,disruption_index,freight_rate_usd,fuel_price_usd,backlog_teu,on_time_pct
2020-09-13,Colombo,Middle East,tanker,3.32,29.69,2335.37,2.97,8383,74.45
2016-03-13,Savannah,Africa,container,2.17,20.56,2007.76,2.73,18958,79.49
2019-01-06,Manzanillo,Europe,ro-ro,0.2,16.23,1089.99,1.15,13696,84.73
2017-09-03,Hamburg,Africa,bulk,5.73,55.23,2581.22,3.16,26666,61.97
2020-11-29,Ningbo,Africa,container,3.27,21.74,2048.37,2.67,19938,76.94
2024-07-07,Tanjung Priok,Africa,bulk,4.97,48.25,2763.5,2.34,33083,65.59
2017-04-02,New York/New Jersey,North America,bulk,3.53,11.66,1433.15,2.29,11102,79.44
2017-05-14,Manzanillo,North America,bulk,0.8,6.56,1836.41,2.51,7785,86.43
2019-01-06,Savannah,Middle East,container,5.22,24.91,2506.9,3.86,11859,72.09
2024-12-01,Valencia,Middle East,container,1.71,44.16,2190.79,2.27,13357,73.33
2017-05-21,Ningbo,Middle East,ro-ro,5.45,5.71,1808.04,2.59,8754,77.39
2018-08-12,Hamburg,South America,tanker,5.24,61.08,2949.18,1.81,20437,61.2
2023-08-13,Tanjung Priok,North America,ro-ro,5.36,20.15,1268.43,2.68,19801,73.24
2017-11-12,Los Angeles,Europe,bulk,2.34,26.87,2681.37,2.35,20956,77.26
2019-09-22,Rotterdam,South America,bulk,1.84,44.84,2825.3,2.74,23049,72.87
2024-05-05,Santos,Asia,tanker,2.03,22.04,1782.34,2.23,12541,79.33
2016-12-18,Colombo,Middle East,tanker,3.55,37.42,2168.22,2.44,16809,71.67
2020-05-24,Jebel Ali,Middle East,container,3.32,11.3,2817.54,2.23,18127,79.97
2024-02-11,Felixstowe,Middle East,bulk,6.57,19.3,1731.72,2.82,20835,71.07
2015-07-19,Ningbo,Middle East,container,1.14,22.27,2262.65,2.84,17300,81.04
2022-08-21,Los Angeles,South America,tanker,6.05,3.36,1191.66,3.34,15833,76.89
2015-08-30,Tanjung Priok,Middle East,container,5.1,58.39,2259.12,3.22,20614,62.28
2021-12-19,Houston,Middle East,ro-ro,3.75,25.6,1934.56,3.01,19260,74.82
2020-06-07,Los Angeles,Europe,tanker,0.22,64.9,2372.45,2.64,21486,70.09
2024-10-27,Manzanillo,Europe,tanker,0.2,21.68,2408.29,2.34,16501,83.1
2022-08-28,Manzanillo,North America,bulk,5.44,17.78,1281.19,2.03,14837,73.79
2017-12-24,Busan,Africa,tanker,5.13,21.95,2947.3,1.44,14426,73.16
2024-01-07,Houston,Asia,tanker,0.77,21.93,1966.43,2.12,9587,81.88
2022-09-25,New York/New Jersey,Africa,ro-ro,6.86,30.36,1618.1,1.97,13785,67.17
2022-05-22,Santos,South America,bulk,1.37,7.1,2052.02,2.35,16720,85.13
2024-12-15,Manzanillo,Asia,bulk,2.39,7.72,2306.82,2.89,12027,82.9
2021-05-09,Colombo,South America,tanker,1.0,54.14,3367.68,2.62,20408,71.76
2022-12-04,New York/New Jersey,North America,container,4.29,42.88,2060.01,2.88,15524,68.56
2018-02-11,Hamburg,North America,container,4.86,20.84,1772.52,3.52,12396,74.03
2024-10-20,Santos,Asia,bulk,3.25,52.58,3138.35,3.2,25023,67.73
2019-08-25,Savannah,Europe,ro-ro,3.33,56.01,2304.96,3.19,28689,66.54
2023-04-02,New York/New Jersey,North America,tanker,0.26,10.4,881.16,3.25,14669,86.36
2017-04-02,Long Beach,Africa,container,6.33,20.58,1302.41,2.74,8154,71.17
2023-09-03,Busan,South America,container,6.38,39.0,2270.24,3.77,31061,65.54
2018-06-03,Singapore,North America,ro-ro,4.15,29.89,1749.58,1.91,18586,72.73
2022-05-29,Houston,Africa,bulk,3.89,5.74,1718.31,3.24,18961,80.5
2018-11-04,Shanghai,Middle East,ro-ro,1.79,40.32,1595.25,1.67,10928,74.32
2020-08-09,Hamburg,Europe,bulk,3.54,5.33,1174.91,2.77,11517,81.32
2023-07-09,Manzanillo,Europe,container,2.47,35.6,2176.69,2.44,24922,74.38
2015-06-21,Savannah,Europe,container,6.25,19.69,2464.88,2.94,21033,71.59
2017-10-01,Los Angeles,Asia,ro-ro,3.68,11.68,2855.44,3.33,18763,79.14
2016-05-29,Singapore,Europe,ro-ro,1.63,42.72,2180.01,1.23,15642,73.92
2018-09-23,Antwerp,South America,ro-ro,3.37,36.05,1371.14,3.98,13137,72.45
2024-10-27,Busan,Asia,bulk,2.58,36.96,1690.49,2.77,4894,73.75
2016-04-24,Valencia,Middle East,ro-ro,4.57,76.0,2469.6,1.41,27265,58.06
2016-05-22,Colombo,North America,bulk,7.99,31.99,2104.07,2.46,20113,64.42
2020-11-08,Savannah,North America,ro-ro,5.04,13.62,1440.32,2.72,1902,75.83
2019-07-14,Long Beach,South America,tanker,0.2,74.8,3578.92,2.36,24152,67.16
2015-06-14,Hamburg,Asia,tanker,4.81,29.24,1737.96,2.11,12960,71.61
2022-08-28,Busan,North America,bulk,1.09,64.42,3172.2,2.19,27586,68.49
2020-08-23,New York/New Jersey,South America,bulk,3.5,5.19,3255.31,2.89,17142,81.44
2024-10-27,Ningbo,Middle East,container,5.35,1.62,1661.76,1.73,6264,78.81
2017-03-05,Colombo,Middle East,tanker,0.84,30.65,1135.89,1.94,15234,79.12
2015-08-02,Long Beach,Asia,ro-ro,2.29,25.48,2093.39,3.27,9818,77.78
2020-02-16,Antwerp,Asia,container,5.76,5.54,2076.94,1.77,18959,76.82
2017-09-24,Antwerp,South America,tanker,0.3,13.29,2386.36,2.46,17133,85.41
2016-03-20,Hamburg,Middle East,container,2.4,6.7,888.15,3.13,19661,83.19
2015-09-13,Busan,North America,ro-ro,3.07,18.72,1341.92,2.05,14825,78.24
2016-07-31,Durban,Middle East,bulk,4.02,36.25,3286.26,1.81,26558,71.09
2020-04-26,Long Beach,North America,container,1.59,17.85,2249.71,2.21,4092,81.46
2024-09-29,Manzanillo,Europe,tanker,3.42,6.14,1279.86,2.02,15889,81.32
2023-06-18,Santos,Asia,bulk,4.57,19.65,1382.95,2.84,17715,74.96
2015-05-31,Long Beach,North America,bulk,1.03,7.92,1424.89,2.58,21514,85.56
2022-06-12,Los Angeles,South America,ro-ro,3.42,11.36,2069.55,1.75,9507,79.75
2016-01-10,Jebel Ali,Middle East,bulk,7.51,24.01,1464.84,2.21,24640,67.78
2023-06-11,Felixstowe,South America,bulk,1.47,37.03,2276.43,3.35,19829,75.95
2017-04-09,Valencia,North America,tanker,2.87,38.77,1765.87,3.33,20982,72.63
2021-11-28,Antwerp,Asia,ro-ro,1.17,2.52,1713.24,2.03,10229,86.9
2016-02-21,Hamburg,Europe,container,4.48,16.11,1985.6,1.91,18234,76.21
2015-03-15,Hamburg,Middle East,container,2.14,29.86,3076.97,2.08,18972,76.76
2015-04-19,Hamburg,North America,container,7.53,25.05,1876.34,3.4,18091,67.42
2016-02-14,Houston,Middle East,bulk,5.44,25.66,1590.62,1.86,18869,71.42
2020-07-19,Long Beach,Asia,tanker,4.54,29.96,1426.45,2.69,12131,71.93
2019-10-20,Ningbo,Europe,ro-ro,5.44,43.44,1859.74,1.72,11239,66.09
2024-05-26,Savannah,Africa,container,3.94,36.91,2049.68,2.32,28206,71.05
2016-07-03,Shanghai,South America,bulk,4.8,10.19,1211.62,2.72,15642,77.34
2024-09-15,Busan,Europe,ro-ro,4.4,18.13,1842.92,2.1,10522,75.76
2020-12-06,Busan,South America,tanker,1.23,9.22,1939.99,1.32,8948,84.77
2019-10-20,Manzanillo,Asia,tanker,3.66,25.11,2460.14,1.81,11704,75.15
2024-11-17,Savannah,North America,tanker,4.97,29.64,2986.51,1.79,13847,71.17
2023-01-22,Tanjung Priok,Middle East,tanker,2.66,36.95,2159.9,2.88,23382,73.6
2016-07-17,Antwerp,Europe,bulk,0.2,25.25,1707.78,2.5,11365,82.02
2020-12-27,Durban,Europe,container,1.3,37.13,2774.66,3.15,28140,76.26
2022-04-24,Houston,North America,bulk,2.87,5.61,2392.39,1.87,13413,82.58
2023-08-20,Valencia,North America,container,6.12,26.49,1732.38,1.94,15247,69.81
2024-10-13,Long Beach,Asia,tanker,5.14,8.95,3222.68,2.48,5551,77.04
2022-07-17,Ningbo,North America,container,3.39,25.58,1658.08,2.28,14241,75.55
2020-06-21,Tanjung Priok,Middle East,ro-ro,7.66,15.01,1177.09,2.53,15294,70.18
2015-05-17,Jebel Ali,Middle East,ro-ro,3.22,8.12,1471.96,2.64,14525,81.12
2015-11-15,Hamburg,Europe,ro-ro,3.03,22.83,2409.94,2.27,17468,77.09
2018-08-12,Felixstowe,South America,container,5.5,16.45,2357.04,2.82,15366,74.06
2020-12-27,Long Beach,South America,tanker,0.72,18.85,2734.86,1.74,16429,82.9
2015-07-05,Tanjung Priok,Asia,tanker,6.6,39.75,2713.35,2.31,14727,64.88
2019-03-31,Los Angeles,Asia,ro-ro,2.13,9.91,707.69,3.15,16480,82.77
2023-05-21,Long Beach,North America,ro-ro,1.27,8.19,1726.05,3.09,22059,85.0
2020-08-23,Durban,Middle East,ro-ro,3.05,21.64,1588.0,2.1,14956,77.41
2020-02-09,Rotterdam,Middle East,ro-ro,2.61,18.93,2048.91,2.06,13389,79.1
2019-09-01,Houston,North America,tanker,2.6,7.79,2724.81,2.23,23222,82.46
2020-05-17,New York/New Jersey,Europe,tanker,1.12,17.74,968.29,2.75,10807,82.44
2021-08-15,Colombo,Middle East,container,6.24,17.84,1213.02,3.16,23951,72.17
2020-05-17,Busan,Asia,tanker,1.66,34.06,1917.31,3.1,21660,76.46
2015-03-29,Savannah,Asia,tanker,4.1,30.71,2782.2,2.32,19330,72.59
2020-03-08,Rotterdam,Middle East,ro-ro,3.66,3.0,1345.04,3.1,14607,81.78
2015-05-03,Valencia,North America,ro-ro,4.62,31.2,1830.96,2.03,23545,71.4
2015-09-20,Busan,Middle East,bulk,0.75,7.11,2332.19,3.15,18025,86.37
2023-01-08,Long Beach,South America,container,2.36,14.91,2788.11,2.56,21415,80.81
2020-06-07,Tanjung Priok,South America,tanker,5.01,8.9,2066.78,2.74,18395,77.31
2016-04-03,Valencia,Europe,tanker,3.7,34.47,2612.11,1.17,25229,72.26
2020-05-31,Shanghai,Middle East,bulk,4.49,26.28,3314.68,2.58,8599,73.14
2019-06-16,Rotterdam,Europe,container,4.22,22.64,1654.5,0.94,13571,74.77
2019-07-28,Savannah,Africa,container,2.09,41.35,864.06,2.73,18725,73.41
2018-08-12,Manzanillo,Middle East,tanker,5.19,3.96,2253.69,3.1,17965,78.43
2015-10-25,Durban,Africa,bulk,7.58,42.8,1958.49,3.06,19615,62.0
2016-03-13,Shanghai,Asia,container,5.26,9.39,1937.25,1.39,17800,76.66
2021-12-05,Durban,Africa,container,5.32,58.86,2203.99,2.26,29152,61.7
2019-08-11,Busan,North America,container,5.62,6.03,935.48,2.25,12640,76.95
2024-12-15,Valencia,North America,container,6.19,23.17,1230.04,2.81,15906,70.67
2019-08-25,Antwerp,Asia,tanker,3.34,33.0,1887.95,3.23,28639,73.42
2023-02-26,New York/New Jersey,Africa,ro-ro,6.68,9.62,1721.82,2.48,0,73.75
2020-07-19,Houston,North America,tanker,2.32,44.09,2499.8,2.96,18152,72.13
2022-01-23,Singapore,Middle East,tanker,3.03,21.84,1783.07,2.79,18784,77.39
2024-03-24,Ningbo,South America,container,4.89,24.0,1713.19,1.65,15423,73.02
2018-02-25,Busan,North America,tanker,6.65,24.22,1413.13,2.8,27486,69.43
2017-12-10,Colombo,North America,container,0.2,5.79,483.26,3.24,17310,87.86
2019-02-24,Singapore,South America,tanker,6.9,45.01,2091.95,2.44,20577,62.7
2019-03-24,Jebel Ali,South America,container,6.18,29.53,1649.27,2.28,24543,68.78
2017-12-10,Jebel Ali,Africa,container,4.09,60.54,2301.16,2.56,28848,63.66
2016-07-10,Hamburg,South America,ro-ro,3.69,40.7,2451.6,3.13,15186,70.41
2017-05-21,Manzanillo,North America,ro-ro,1.2,35.23,2604.35,2.86,26112,77.03
2023-08-27,Singapore,Asia,bulk,2.99,21.01,3507.75,2.38,16644,77.72
2020-10-04,Hamburg,Asia,bulk,1.83,11.07,1780.21,2.88,12901,83.02
2022-02-06,Hamburg,Middle East,tanker,1.88,37.78,2746.11,2.25,17556,74.91
2017-04-09,Hamburg,Middle East,ro-ro,0.38,49.1,1018.33,1.0,24225,74.51
2022-02-06,New York/New Jersey,Asia,container,3.83,23.68,2999.94,3.29,13127,75.24
2022-02-06,Santos,South America,bulk,3.63,36.29,2113.04,2.44,11307,71.85
2023-10-22,Felixstowe,Europe,bulk,4.88,12.15,2604.03,3.39,18507,76.6
2019-10-20,Felixstowe,Africa,bulk,3.84,20.35,2041.11,3.29,14903,76.22
2020-02-09,Ningbo,Asia,tanker,1.91,53.75,2634.44,0.95,26652,70.06
2017-04-23,New York/New Jersey,Middle East,ro-ro,3.38,30.79,1937.79,2.37,19015,74.0
2024-12-01,Houston,South America,ro-ro,2.65,44.52,1746.33,2.76,30309,71.34
2018-11-18,Rotterdam,Middle East,container,1.16,17.02,2022.53,0.81,16693,82.57
2018-04-08,Savannah,Middle East,tanker,4.25,52.63,2141.98,1.97,27757,65.71
2024-03-24,Savannah,Europe,container,1.31,45.59,2320.59,1.49,25044,73.7
2023-06-18,Los Angeles,Africa,bulk,3.2,36.77,2685.62,2.72,20335,72.57
2016-06-05,Houston,South America,ro-ro,1.7,26.73,2143.41,2.06,13397,78.58
2023-04-16,Busan,Europe,ro-ro,3.74,53.38,3161.71,2.57,25488,66.51
2019-09-29,Ningbo,North America,tanker,2.55,31.55,2394.53,1.81,20588,75.44
2021-08-08,Colombo,South America,container,3.84,24.97,1957.08,4.68,19336,74.83
2015-11-22,New York/New Jersey,Africa,tanker,3.71,43.73,2858.25,3.12,13620,69.46
2023-10-22,Felixstowe,Africa,ro-ro,3.25,24.96,2408.37,2.59,18584,76.01
2023-07-23,Ningbo,Middle East,bulk,1.31,6.93,1855.63,3.73,13612,85.3
2018-08-05,Colombo,South America,container,3.27,16.7,2755.96,3.16,11827,78.45
2017-12-24,Los Angeles,South America,tanker,0.2,20.86,1087.84,2.18,17959,83.34
2023-11-26,Jebel Ali,Asia,ro-ro,1.82,8.04,2539.41,3.33,13755,83.95
2018-06-17,Manzanillo,Africa,tanker,4.96,8.27,400.0,2.22,16796,77.6
2016-11-27,Hamburg,Asia,ro-ro,3.98,45.35,2799.69,3.34,21441,68.44
2021-09-12,Long Beach,South America,ro-ro,4.33,80.09,2888.63,2.44,20600,57.31
2020-08-09,Singapore,Middle East,tanker,6.43,30.15,2157.78,3.42,16728,68.1
2018-07-01,Houston,North America,bulk,6.46,32.74,2653.75,1.71,25932,67.26
2023-06-11,Manzanillo,Asia,tanker,0.74,29.79,2797.6,2.31,16256,79.58
2016-12-11,Busan,Asia,bulk,5.15,67.58,2895.95,2.51,20587,59.43
2017-04-30,Ningbo,Asia,ro-ro,4.38,24.49,3206.81,1.53,25893,73.89
2023-08-13,Hamburg,Europe,tanker,3.9,32.95,1623.59,2.67,24153,72.32
2020-02-02,Tanjung Priok,North America,bulk,1.4,14.94,1817.47,1.42,17346,82.72
2020-06-21,Houston,North America,bulk,2.38,44.19,1903.49,2.38,27047,71.98
2024-12-22,Rotterdam,North America,container,7.18,42.16,2325.48,2.34,19680,62.99
2018-10-28,Los Angeles,Middle East,container,2.99,9.03,2663.61,2.75,8223,81.31
2022-04-03,Antwerp,Asia,ro-ro,2.79,52.83,2265.83,2.74,22385,68.57
2023-09-24,Manzanillo,Europe,ro-ro,1.91,32.8,2917.06,2.03,11685,76.34
2020-10-18,Savannah,Africa,container,5.78,36.44,2568.23,2.94,20042,67.51
2023-09-24,Felixstowe,Middle East,tanker,2.0,13.46,2985.4,3.09,23004,81.96
2016-09-11,Houston,Asia,container,5.77,11.91,1239.49,2.85,18495,74.89
2021-12-12,New York/New Jersey,Africa,bulk,8.24,41.67,2081.58,2.46,17123,61.02
2016-06-19,Singapore,Europe,tanker,5.89,47.6,1255.43,1.94,12655,63.94
2020-05-31,Valencia,Africa,container,5.37,45.24,2465.7,3.04,24966,65.69
2021-03-07,Long Beach,Middle East,container,7.51,19.13,2436.77,2.73,12786,69.24
2021-03-28,Antwerp,South America,container,1.85,51.55,2072.79,1.93,26149,70.83
2015-03-01,Hamburg,Europe,ro-ro,4.39,30.88,2791.38,2.94,17620,71.96
2019-04-28,Antwerp,Asia,ro-ro,6.21,21.87,1686.23,2.81,18255,71.02
2017-12-24,Santos,Europe,ro-ro,1.39,20.54,2051.32,3.23,13916,81.06
2020-07-19,Houston,Europe,container,7.18,11.19,1806.24,2.56,20441,72.28
2019-03-17,Los Angeles,Middle East,container,2.1,49.35,3014.71,3.02,21413,70.99
2024-08-18,Durban,South America,bulk,4.05,25.26,2353.8,2.99,19012,74.32
2018-07-01,Long Beach,Middle East,tanker,5.26,9.4,1679.11,2.75,14291,76.66
2022-06-19,Colombo,Europe,tanker,0.2,28.38,2060.26,1.23,21151,81.09
2024-06-30,Manzanillo,Africa,bulk,3.85,59.62,2375.61,3.04,19345,64.41
2020-11-22,Hamburg,Asia,ro-ro,5.56,38.99,1835.23,2.59,5410,67.18
2024-08-11,Jebel Ali,South America,tanker,2.39,24.48,2205.19,1.52,22910,77.88
2024-06-09,Ningbo,North America,bulk,5.33,53.18,2359.68,2.06,23234,63.39
2017-03-19,Ningbo,Middle East,ro-ro,3.09,34.82,1695.85,3.25,9721,73.37
2021-05-23,Hamburg,Africa,ro-ro,4.4,65.19,3397.17,2.56,22734,61.64
2017-04-09,Rotterdam,Middle East,tanker,0.2,8.73,1868.96,2.13,15835,86.98
2017-03-26,Busan,Africa,ro-ro,3.68,16.6,2461.26,1.96,13525,77.66
2017-07-09,Santos,Middle East,ro-ro,2.38,29.82,470.6,2.9,22442,76.29
2019-08-11,Los Angeles,Asia,tanker,2.49,16.71,2185.23,2.89,16931,80.01
2024-12-15,Antwerp,Middle East,container,9.27,37.43,2551.95,2.52,24740,60.23
2021-05-02,Shanghai,Africa,tanker,2.94,14.18,1521.28,2.85,28195,79.87
2023-01-29,Jebel Ali,Middle East,ro-ro,1.72,34.58,2929.07,2.58,14742,76.19
2022-10-30,Shanghai,North America,tanker,2.14,25.38,2669.29,1.15,16461,78.11
2024-07-14,Hamburg,Asia,container,1.44,45.42,2538.7,2.02,22017,73.49
2021-01-17,Valencia,Middle East,bulk,3.95,11.23,2778.31,3.38,9039,78.73
2018-04-08,Durban,Europe,container,1.33,44.14,2989.48,2.55,4763,74.1
2021-06-20,Houston,South America,container,5.09,48.48,2247.69,2.44,17773,65.28
2015-05-31,Jebel Ali,North America,tanker,4.36,25.53,2467.7,1.28,23668,73.62
2021-12-05,Durban,North America,container,2.58,40.14,3267.8,2.42,29465,72.8
2019-02-17,Busan,South America,bulk,6.63,36.14,1984.16,2.58,17720,65.9
2018-01-28,Durban,Middle East,bulk,0.92,24.07,2083.56,2.08,15725,80.94
2020-09-13,Rotterdam,Asia,tanker,3.29,19.44,1542.06,2.31,18981,77.59
2023-02-12,Antwerp,South America,bulk,0.21,28.06,1490.75,2.34,16805,81.16
2015-04-05,Long Beach,North America,container,0.2,38.06,1946.82,1.75,17379,78.18
2024-11-03,Jebel Ali,Middle East,container,6.26,35.25,1971.98,2.09,25821,66.9
2018-01-28,Ningbo,Asia,container,3.62,36.94,2392.99,3.17,20449,71.68
2019-07-07,Hamburg,North America,tanker,5.42,8.76,2173.03,2.57,9717,76.53
2017-06-04,Jebel Ali,Africa,ro-ro,3.41,30.19,2712.82,2.54,21043,74.12
2017-07-30,Shanghai,North America,container,5.52,10.75,1310.55,3.21,14151,75.74
2016-06-12,Manzanillo,Africa,ro-ro,3.62,13.12,1535.98,3.27,14264,78.82
2015-05-24,Los Angeles,Africa,bulk,0.86,28.34,2563.34,1.77,14910,79.78
2016-11-13,Colombo,Middle East,bulk,3.95,3.05,2056.65,2.7,9230,81.18
2021-02-14,Singapore,Middle East,container,3.84,17.46,3061.44,3.27,19320,77.08
2020-12-06,Shanghai,Middle East,bulk,4.82,8.06,1843.86,2.29,10145,77.94
2016-12-18,Shanghai,Africa,ro-ro,2.74,41.02,3582.13,2.98,27735,72.21
2022-05-22,Ningbo,Middle East,container,0.4,22.41,2283.04,1.83,8037,82.48
2019-05-12,Felixstowe,South America,tanker,3.62,40.07,1489.78,1.43,21945,70.74
2024-06-23,Ningbo,Africa,bulk,3.39,23.04,1788.13,2.47,24163,76.31
2022-07-03,Los Angeles,Middle East,ro-ro,4.22,49.15,2659.87,1.88,22379,66.82
2022-04-24,Durban,Africa,container,5.89,50.99,2088.62,2.64,18058,62.92
2023-11-19,Hamburg,South America,container,3.16,15.54,2719.88,2.5,24378,79.02
2022-10-16,Hamburg,Middle East,tanker,0.45,53.45,2363.37,2.69,27900,73.06
2024-05-12,Colombo,North America,tanker,4.45,45.07,2465.69,2.02,19614,67.58
2021-07-11,Houston,Africa,container,5.66,13.35,1913.1,1.75,21859,74.68
2016-11-13,Durban,Europe,bulk,4.21,11.81,2923.71,2.84,17337,78.04
2024-08-11,Colombo,Europe,container,5.76,3.29,2610.71,3.81,15704,77.49
2017-10-08,Jebel Ali,South America,ro-ro,5.59,33.1,1968.56,1.34,13491,68.89
2019-07-28,Long Beach,Middle East,tanker,2.86,35.25,747.63,3.19,19827,73.7
2023-01-29,Ningbo,Africa,tanker,0.49,21.21,1822.07,2.29,11985,82.66
2017-12-17,Long Beach,Asia,ro-ro,5.34,32.05,2401.26,3.44,24796,69.71
2015-02-08,Shanghai,Africa,bulk,0.2,12.4,2019.48,2.29,17174,85.88
2024-08-04,Durban,Middle East,tanker,2.11,2.79,2914.31,2.85,2714,84.94
2019-08-18,Singapore,Middle East,ro-ro,7.01,26.82,1678.26,2.07,18866,67.93
2016-08-07,Savannah,Middle East,container,3.91,45.99,1561.55,1.55,17716,68.38
2022-05-15,Houston,North America,bulk,8.17,31.11,2808.43,2.24,10755,64.33
2017-05-21,Rotterdam,Europe,ro-ro,1.49,33.52,1022.26,2.54,20269,76.96
2017-03-26,Long Beach,Middle East,ro-ro,5.79,10.16,2036.44,2.99,6967,75.37
2018-05-06,Manzanillo,Middle East,bulk,4.01,68.91,2340.18,2.87,20654,61.31
2023-03-19,Jebel Ali,North America,tanker,7.17,20.39,2374.66,3.37,14521,69.54
2017-04-23,Felixstowe,Asia,tanker,1.52,18.96,1966.8,3.17,22430,81.27
2021-05-02,Tanjung Priok,Asia,bulk,3.11,27.68,1082.92,2.33,19707,75.48
2017-10-08,Ningbo,South America,bulk,6.95,23.74,1779.27,1.54,9514,68.98
2022-04-17,Manzanillo,South America,tanker,1.88,49.83,1536.91,3.42,21210,71.29
2024-04-07,Valencia,Europe,tanker,1.93,29.29,2228.69,1.69,15353,77.35
2017-08-27,Rotterdam,South America,ro-ro,3.76,47.65,3249.29,2.81,15229,68.18
2015-03-15,Singapore,Middle East,bulk,2.29,14.53,2470.84,2.22,8968,81.06
2017-12-10,Santos,North America,container,1.14,4.86,1143.67,2.11,12392,86.26
2021-02-14,Antwerp,Europe,container,1.42,30.42,1608.66,1.37,22359,78.03
2023-12-31,Singapore,North America,container,2.02,22.7,2112.96,2.67,16290,79.15
2024-03-10,Tanjung Priok,Europe,container,2.65,49.6,2357.4,2.11,22160,69.82
2021-11-14,Durban,Europe,tanker,6.1,36.94,1170.86,3.78,22083,66.72
2015-04-12,Antwerp,Asia,tanker,0.31,17.13,1815.19,2.03,11315,84.24
2023-05-14,Colombo,Africa,tanker,2.72,46.23,3071.4,1.77,20455,70.69
2022-03-20,Tanjung Priok,Middle East,tanker,3.79,44.69,2115.52,2.45,26567,69.01
2018-12-23,New York/New Jersey,South America,bulk,3.33,12.53,1869.98,1.69,11234,79.58
2017-01-08,Antwerp,Asia,bulk,4.99,40.14,1920.95,3.15,18787,67.98
2020-03-01,Colombo,North America,bulk,0.2,24.93,2852.73,1.83,26348,82.12
2022-07-10,Singapore,South America,tanker,6.53,23.02,2297.57,2.92,17622,70.03
2024-04-14,Antwerp,Europe,container,5.35,25.29,2370.19,2.5,15787,71.71
2019-07-21,Antwerp,North America,bulk,2.4,26.46,1412.52,3.34,16504,77.26
2017-10-22,Rotterdam,Middle East,container,3.98,41.04,2896.35,3.08,26928,69.73
2021-05-09,New York/New Jersey,North America,bulk,4.45,41.0,2896.43,1.96,25187,68.8
2023-08-20,Felixstowe,Africa,ro-ro,3.08,13.7,1292.9,3.21,9957,79.73
2021-05-30,Ningbo,South America,container,4.4,12.34,1482.72,2.19,25516,77.5
2019-09-22,Durban,Middle East,ro-ro,5.71,35.12,2372.75,1.8,19997,68.04
2022-07-24,Santos,Asia,tanker,4.27,30.97,3400.83,1.91,9259,72.17
2021-03-21,Manzanillo,North America,bulk,5.06,23.21,1314.65,2.43,9168,72.92
2018-04-08,Shanghai,Africa,bulk,4.11,33.14,1958.06,2.29,16079,71.84
2023-07-30,Durban,Middle East,ro-ro,2.96,53.87,1684.66,1.82,21393,67.92
2019-12-01,Savannah,South America,ro-ro,1.91,59.11,2131.26,2.66,23620,68.45
2021-10-31,Rotterdam,North America,tanker,3.44,58.83,3227.98,1.26,29445,65.47
2024-02-25,Busan,Africa,ro-ro,4.37,20.57,1870.12,2.18,20321,75.09
2019-03-10,Tanjung Priok,South America,bulk,4.41,31.46,2563.65,2.29,17058,71.74
2022-07-03,Busan,Europe,container,0.2,43.78,2363.33,2.34,17122,76.47
2018-11-04,Valencia,Asia,bulk,2.4,41.55,2447.0,2.66,20188,72.74
2015-02-08,Colombo,Asia,tanker,0.2,26.68,2505.46,1.99,20731,81.6
2016-11-06,Busan,Asia,container,0.2,35.28,2051.17,2.37,18911,79.02
2020-05-10,Long Beach,Africa,tanker,2.55,46.65,2383.62,2.77,24743,70.9
2024-05-26,Jebel Ali,North America,tanker,5.05,8.53,1593.95,2.51,7238,77.34
2020-05-17,Long Beach,South America,container,6.0,36.33,2808.67,2.1,12901,67.1
2024-03-31,Tanjung Priok,Africa,ro-ro,2.75,30.53,1877.43,3.19,23173,75.34
2024-08-18,Rotterdam,Middle East,container,2.81,3.39,2052.48,3.26,6991,83.36
2015-10-04,Busan,North America,bulk,4.44,33.53,1127.96,2.25,21816,71.06
2018-06-24,Houston,North America,ro-ro,5.34,17.84,1987.57,1.93,9871,73.97
2017-05-07,Long Beach,Middle East,container,4.87,23.44,3009.15,1.88,24454,73.23
2021-02-28,Savannah,South America,tanker,6.1,58.77,3477.08,1.88,20746,60.17
2018-10-21,Tanjung Priok,Africa,container,4.55,30.71,2070.48,1.84,24227,71.69
2021-07-11,Singapore,Africa,bulk,5.86,43.7,3034.89,1.49,22002,65.17
2022-03-13,Manzanillo,North America,ro-ro,3.6,19.84,2566.69,2.4,19104,76.85
2023-03-05,Long Beach,North America,bulk,3.81,57.61,2336.33,2.78,17198,65.1
2024-11-03,Houston,Africa,tanker,5.35,10.78,2063.1,2.69,18692,76.07
2016-08-21,Rotterdam,Middle East,container,3.81,8.97,1048.0,2.47,8116,79.69
2020-05-31,Tanjung Priok,Europe,ro-ro,6.41,25.13,3312.05,2.13,21517,69.64
2018-05-27,Los Angeles,Asia,tanker,4.19,46.77,1960.05,3.08,27591,67.59
